CUSTOMER,FULLNAME,TAXPAYER
902856,"შპს ""ენდოკრინოლოგიის ეროვნული ინსტიტუტი"" ბათუმი","99999907,"
902857,"შპს ""ენდოკრინოლოგიის ეროვნული ინსტიტუტი"" ქუთაისი",99999907
903005,ირაკლი შამათავა სხვა,620010402
903009,შპს ემელ დენტი,412728883
903010,შპს პა-კა 2024,445731806
903047,შპს მარიმედი,432539782
903062,შპს დენტა +,211323085
903063,შპს სამიდე დენტალი,405729467
903138,შპს უნირად ჯორჯია,430046041
903188,შპს ემენ-დენტი,406152648
903258,ი/მ მაია მაჭარაძე შპს,550010005
903259,შპს ფასიანი სტომატოლოგიური პოლიკლინიკა,217879534
903266,შპს ქურთის საავადმყოფო,217881175
903302,შპს იმედი და მარიამი,217885251
903330,შპს ალქიდეა-2018 სხვა,412735928
903369,შპს ქ. ბათუმის კანისა და ვენსნეულებათა სამედიცინო ცენტრი,445771004
903380,შპს დ.ორთოპედი,445686311
903411,"შპს ლკ დენტი ,,LK dent''",10240621
903434,შპს კლინიკა პერსონა,402299473
903456,შპს მენტალ ჰაბ,405378247
903466,შპს აკადემიური 2,405277178
903513,LK Dent სხვა,10240650
903521,შპს სამკურნალო-დიაგნოსტიკური ცენტრი სანო,416311556
903547,შპს სოფია გოგუაძის სტომატოლოგიური ცენტრი ეს ჯი,405602290
903553,შპს საოჯახო მედიცინის რეგიონალური ცენტრი,245428416
903785,შპს მაია მუმლაძის სტომატოლოგიური კლინიკა ჰელსი დენტი,404855153
903912,შპს კემო-დენტი სხვა,405259045
903947,შპს წილოსანი,445391031
903950,შპს ტაურუს +,205218156
904083,შპს ელეორი,406319906
904292,შპს ბენე დენტი,205197847
904305,შპს მანანა შეროზიას თვალის კლინიკა,202180362
904327,შპს თბილისის ბალნეოლოგიური კურორტი,204380035
904468,შპს არქიდენტი,203855952
904506,თეა კიკალეიშვილი სხვა,10300033
904542,"შპს ""ტერმინალი"" კლინიკა სანუსი",22000461
904634,ი/მ ნათია თევზაძე შპს,600011298
904655,შპს ჩვენი ოჯახი,205014063
904689,შპს 3დ პარტნიორი,400206219
904713,შპს რეჰაბ სფეისი,405353629
904795,შპს ა კლინიკა ჯეო,405742497
904830,შპს ლუსენტი,445648381
904858,შპს დენტალ ლიდერი,412688382
904891,თსსუ სტომატოლოგიური საუნივერსიტეტო კლინიკა სსიპ,211328000
904896,ი/მ გიორგი თეიმურაზიშვილი შპს,10300119
904903,შპს ინტეგრა-8,405591854
904931,შპს კლინიკა ჰატერმანი სხვა,404878682
905020,შპს მედჰელსი სხვა,400171586
905024,ი/მ ეთერ კარელიძე - კლინიკა სნედი სხვა,590010020
905068,ინდივიდუალური მეწარმე ნუკრი დალაქიშვილი-დენტეფექტი სხვა,102084003
905205,სს რუსთავის სამშობიარო სახლი,216315690
905212,შპს ენ ჯი ფარმ 2024,402325989
905214,შპს სოლო ფარმა,402015154
905282,შპს დენტიცია,445600519
905295,ი/მ გიორგი ბუაჩიძე შპს,10240557
905326,შპს ყბა-სახის ქირურგიის სპეციალიზირებული კლინიკა,412681744
905471,შპს ევროსტომ,405595752
905533,შპს ოცდამეერთე საუკუნე,212709559
905779,ინდივიდუალური მეწარმე ლერი მოსელიანი სხვა,600010207
905803,შპს 32 დენტი,401943750
905917,შპს ბონ დენტე,405317811
905936,შპს როიალ ფარმა,405400917
905986,შპს ნეო-ნეო ლაზერი,402018160
906002,ინდივიდუალური მეწარმე ანა დვალიძის სტომატოლოგიური და ესთეტიური ცენტრი სხვა,10210032
906025,შპს Dentiver +,404944192
906124,შპს ალტერნატივა,216364351
906126,შპს პარაზიტოლოგი,406028659
906213,შპს ახალი სამედიცინო კომპანია,405190993
906217,ლევან ჯანელიძე სხვა,145552853
906227,შპს სამედიცინო დიაგნოსტიკური ცენტრი ჰოუფმედი ლაბ,412757020
906234,შპს იმპლა,400042075
907287,შპს კლინიკა ადორი,402086639
908116,შპს ელიტ არტმედი - კლინიკა ანიმა,405549599
908325,შპს ფიროსმანი,412677937
908326,შპს ენდოკრინოლოგიის ინსტიტუტი,400273832
908476,შპს ლეონარდო ესთეტიქს,405329504
908482,შპს რენიუ პლასტიკური ქირურგი,402313420
908489,შპს დენტო-არტი,406406116
908530,შპს ულტრა-დენტი,443859629
908587,ქეთევან გაბელია სხვა,115140463
908618,ილონა შელია ლაიფ პლიუსი სხვა,620040217
908626,შპს კლინიკა ველესი,400288443
908631,შპს მარიამ მანჯგალაძის სტომატლოგიური კლინიკა,405581954
908660,შპს კარდუ მედი,438734292
908748,შპს ჩემი კლინიკა ,406265697
908768,შპს იბერი +,212697860
908825,"შპს""ნეუ ლუქი""",204492913
908850,შპს კეკუას სამკურნალო დიაგნოსტიკური კლინიკა ულტრაბგერა,405234606
908963,შპს ოფთალ +,206344099
908966,შპს თელავის ფიზიკური მედიცინის ცენტრი,431441656
909192,ი/მ დალი მსხილაძე სხვა,141997061
909195,"შპს""ელგადენტ""",460012151
909361,შპს ორთო მედ ცენტრი დემა,404920877
909468,შპს მაი დენტ,445477699
909478,შპს ნატალის დენტალ სტუდიო,402301013
909481,"შპს""ინოვაციური მედიცინის საუნივერსიტეტო კლინიკა""",245412012
909674,შპს ფემინა,405319034
909745,შპს ჰართბით მედიქალ,437376938
909774,შპს თამარი თოლორაიას დენტალ კლინიკა,405476550
909803,ქრისტინე მაისურაძე სხვა,100229708
909819,შპს ალბიდენტი,400392543
909821,დენტალ კლინიკ გ.თ შპს,406426283
909841,შპს მდ დენტალ,400213951
909858,ი/მ ნატალია ხომასურიძე – ზეტადენტი შპს,10150139
910599,შპს დენტოსი,402171902
910760,ი.მ მერაბ ძაგოშვილი შპს,10230095
910761,შპს დენტო გრუპი 2024,405743290
910927,შპს მოდერნ დენტალ,418481351
911177,შპს ვაიბიეს მედიქალი,405705624
911189,შპს ვიტა-მედი,445497882
911319,შპს უნივერსიტეტი გეომედი,204909858
911509,"შპს""მედ.კო ჰელს ქეარ""",405483837
911682,შპს სიცოცხლის ხე,224067676
911736,შპს წყალტუბოს თერმული წყლები,405496477
911809,სერგო ასლანიანი სხვა,106150405
911834,შპს დინა,446957044
911835,ინდივიდუალური მეწარმე პრო დენტალ სფეისი სხვა,10130262
911959,პავლე ხუჯაძის სტომატოლოგიური კლინიკა შპს,405739116
912055,ნინო მიტიჩაშვილი სხვა,130010054
912117,შპს ფაკო + სხვა,405070765
912149,შპს დენტალ ველნესი,405666435
912178,შპს ემ.დენტალი,404587390
912182,რჩეული მედიქალი შპს,412779435
912190,შპს სადიაგნოსტიკო ცენტრი - დია,412689407
912406,შპს ამიდენტი,416352921
912508,შპს სონოარტი,420111128
912548,შპს კოპალ დენტი სხვა,438732427
912634,შპს ჯეო ფარმაკო,405593772
912651,არაპროვაიდერი კლინიკა სხვა,777777779
912692,შპს ჰელიო+ სხვა,400017780
912773,შპს მინიმალურად ინვაზიური ნეიროქირურგიის კლინიკა,406103425
912850,მაია რამაზაშვილი სხვა,10270149
913406,შპს ქუთაისის N4 შერეული პოლიკლინიკა,212670796
913415,სტომატოლოგიური კლინიკა “ ბოსსა ნოვა “ შპს,10240731
913420,შპს ჰელს მარკი,400297228
195598,თბილისის პედიატრიული პრივატ კლინიკა სხვა,200010022
913593,ი/მ ნანა ბაგაშვილი შპს,10300134
913660,სანი დენტი სხვა,450010010
913694,შპს ჯანმრთელობის და ესთეთიკის ცენტრი ასკლეპიოსი,412778784
913731,ი/მ მანანა წეროძე შპს,10210094
913864,შპს ზუგდიდის ბავშვთა პოლიკლინიკა,220007061
914035,შპს დეფა მედი,590011238
914353,შპს დენტალ მედიკუსი,405257387
914450,დისტანციური ზარალების პროვაიდერი შპს,191919191
914483,შპს ელენდენტი,405003552
914494,შპს ქ.თბილისის მოზრდილთა და ბავშვთა მრავალპროფილიანი N1 სტომატოლოგიური პოლიკლინიკა,206043949
914626,დენტალ ლენდი შპს,440010030
915242,შპს მედიქალ ქონსალთინგი,405702878
915355,შპს „პრაიმ დენტი,400313852
915454,შპს რენოვა ჯიემ,400443418
915473,შპს დედათა დახმარების სამეანო-გინეკოლოგიური განყოფილება ნინო,200073605
915588,შპს ბალუ დენტი,445595945
915679,ი/მ ცისანა ხვედელიძე შპს,350010404
916308,ი/მ დავით ღელეყვა შპს,330010001
916452,შპს თბილისის N2 ფილტვის დაავადებათა ამბულატორიული კლინიკა,202050895
916455,შპს ეგრისი ჯეო,402260646
916474,სტომატოლოგიური კლინიკა ორთოცენტრი შპს,350011162
917289,ი/მ თინათინ ტალიაშვილი სხვა,400010048
917339,ი/მ ნინო შუბითიძე სხვა,350010823
917450,სიდნეი როიალ კლინიკ შპს,405720359
917660,შპს მედიქალ ქონსალთინგი,10080538
917709,შპს თბილისი დენტალი,405752314
917776,შპს ბემბი,406138415
917994,შპს კანვესი ზუგდიდი,420439341
918795,შპს სპარტდენტალი,412775331
920113,ჯიდი-ორთო შპს,405416679
920668,"შპს""გლობალ ორთოპედი""",434176107
920994,შპს მოზრდილთა №2 პოლიკლინიკა,200006616
921112,შპს შვეიცარიულ ქართული თვალის კლინიკა სხვა,405281190
921816,დენტალ კრეატივი შპს,412776465
922144,ი/მ თეა ჩაფიძე სხვა,210010057
922368,Შპს ჯითი ფარმი შპს,445502778
925460,testD სხვა,963963963
925522,შპს ლაივ დენტ,412726741
927396,"სს ""ევექსი"" - გურამიშვილის პოლიკლინიკა",112233443
930894,"სს ""ევექსი"" - დიდუბის პოლიკლინიკა",405670000
930897,"სს ""ევექსი"" - ვაზისუბნის პოლიკლინიკა",405670000
930899,"სს ""ევექსი"" - გლდანის პოლიკლინიკა",405670000
930900,"სს ""ევექსი"" - დიდი დიღმის პოლიკლინიკა",405670000
930901,"სს ""ევექსი"" - ბათუმის პოლიკლინიკა",405670000
930902,"სს ""ევექსი"" - წმინდა ნიკოლოზის სახელობის სამედიცინო ცენტრი",405670000
930903,"სს ""ევექსი"" - ჩაქვის პოლიკლინიკა",405670000
930907,"ა(ა)იპ""ნიუ ვიჟენ უნივერსიტეტი"" აიპ",404987332
931604,"შპს""მედლაიფი25""",402344252
933099,შპს სტომატოლოგიური სახლი რუსთაველი,400117422
40597,სს სამედიცინო კორპორაცია ევექსი,404476205
935841,"სს""საქართველოს კლინიკები""- გორის რეფერალური ჰოსპიტალი",404476205
935847,"სს""საქართველოს კლინიკები""-ხაშურის რეფერალური ჰოსპიტალი",404476205
935848,"სს""საქართველოს კლინიკები""-ქარელის რეფერალური ჰოსპიტალი",404476205
940723,"შპს ""ინა პლიუსი""",446979182
941103,შპს რეჰელსი,420440730
941652,ი.მ ნინო ცხადაშვილი შპს,170010014
945887,დენტალ კონცეპტ ჯგუფი შპს,404765991
946237,DENTA სტომატოლოგია შპს,10300041
947637,ევექსი ლაბი სს,405670000
948198,"შპს ""მედ ინვესტმენტი"" დავით ტატიშვილის სპორტული მედიცინის და რეაბილიტაციის ცენტრი",405334213
948208,"სს""ევექსი""-სათაო ოფისი",405670000
949178,ესთეტიკ სმაილი სხვა,400342036
949695,ჰელს ინვესტმენტი შპს,400460498
